Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",13.1613,8.6779,21.1014,2.80133,30.78,30.78,0,0,,188.104,759.711,147.404,64.7503,58.5492,15.5709,55.1337,0.4368,7.5295,241.406,11.5502,2.63791,4.37855,0.745,0.31776,0.0725719,0.24518796056509018,0.211468,1.07673,0.299571,0.762357,0.470836,,2.67526,5.78926,5.78095,11.680000305175781,,,,,,,1105.2,5.87872340425532,1025,5.452127659574468,4.21,3.75,3.44,3.2,2.99,2.8,2.6,2.39,2.12,3.72,3.48,3.32,3.18,3.07,2.95,2.83,2.7,2.53,"Paul Skenes","33677",694973
"Jacob deGrom","TEX",11.1509,6.8543,16.502,2.88174,25.92,25.92,0,0,,152.018,602.766,116.364,52.7749,48.675,17.2286,30.1425,0.302,4.93,205.969,12.1941,1.78455,6.83316,1.02,0.341706,0.050007,0.29169877246022224,0.204976,0.963744,0.287768,0.765865,0.383545,,2.62215,5.12185,4.24303,47.29999923706055,,,,,,,921.1,6.059868421052632,846,5.565789473684211,4.34,3.82,3.49,3.22,3,2.78,2.57,2.35,2.07,3.78,3.52,3.35,3.21,3.09,2.96,2.84,2.7,2.52,"Jacob deGrom","10954",594798
"Tarik Skubal","DET",13.2864,9.4802,21.594,2.93009,32,32,0,0,,196.234,787.772,160.54,70.1382,63.887,20.0595,45.044,0.3017,7.9935,228.444,10.4773,2.06588,5.07157,0.92,0.289987,0.057179,0.23280810564756393,0.2185,1.04765,0.288916,0.763071,0.435306,,2.97792,4.98317,5.11827,14.319999694824219,,,,,,,1082.8000000000002,5.5244897959183685,1017,5.188775510204081,4.27,3.84,3.55,3.32,3.12,2.93,2.74,2.54,2.28,3.73,3.53,3.4,3.29,3.19,3.1,3,2.88,2.73,"Tarik Skubal","22267",669373
"Garrett Crochet","BOS",12.5071,8.2928,17.3915,3.03418,30.78,30.78,0,0,,170.138,684.11,133.015,62.5817,57.3589,16.6168,51.5525,0.3927,6.5394,220.45,11.6614,2.72703,4.27623,0.879,0.322244,0.075357,0.24688692390918732,0.212478,1.08481,0.299262,0.756248,0.440866,,2.86904,4.79903,4.86995,23.979999542236328,,,,,,,966.1000000000001,5.682941176470589,892,5.247058823529412,4.5,4,3.68,3.42,3.2,2.99,2.79,2.56,2.28,3.93,3.7,3.53,3.4,3.28,3.17,3.05,2.92,2.74,"Garrett Crochet","27463",676979
"Zack Wheeler","PHI",13.4143,9.482,20.5683,3.32705,32,32,0,0,,198.518,810.278,171.264,79.9485,73.3866,22.8737,50.9057,0.8184,8.6659,212.388,9.62882,2.30786,4.17219,1.037,0.262118,0.062825,0.199292853474617,0.228137,1.11914,0.287888,0.747956,0.425596,,3.42488,4.61217,4.75078,21.18000030517578,,,,,,,989.1000000000003,4.970351758793971,940,4.723618090452261,4.72,4.28,3.98,3.74,3.54,3.34,3.14,2.92,2.65,4.12,3.94,3.81,3.7,3.61,3.51,3.41,3.3,3.15,"Zack Wheeler","10310",554430
"Chris Sale","ATL",13.8277,7.8959,19.9598,3.07455,30.78,30.78,0,0,,186.772,754.94,152.752,69.5768,63.8045,19.4243,47.1913,0.5224,8.9808,230.02,11.084,2.27401,4.87419,0.936,0.304686,0.06251,0.24217580258846283,0.218601,1.07052,0.296729,0.754657,0.42585,,2.95763,4.51105,4.95285,34.959999084472656,,,,,,,1044.3,5.584491978609625,980,5.240641711229946,4.47,4.01,3.7,3.46,3.25,3.05,2.85,2.63,2.36,3.91,3.7,3.55,3.43,3.32,3.22,3.11,2.99,2.82,"Chris Sale","10603",519242
"Tyler Glasnow","LAD",10.5696,6.3742,14.7674,3.21609,24.3,24.3,0,0,,143.689,579.857,116.851,55.9528,51.3461,16.1091,40.6387,0.243,3.5586,178.101,11.1555,2.54542,4.38255,1.009,0.307147,0.070084,0.2370629385113716,0.218143,1.09605,0.295041,0.752476,0.449349,,3.06771,3.689,3.45013,93.26000213623047,,,,,,,785.6000000000001,5.455555555555557,733,5.090277777777778,4.78,4.25,3.9,3.62,3.38,3.16,2.94,2.7,2.4,4.1,3.87,3.72,3.6,3.48,3.37,3.26,3.13,2.96,"Tyler Glasnow","14374",607192
"Sonny Gray","STL",12.0331,9.6673,18.4976,3.41001,30.78,30.78,0,0,,184.766,764.441,164.493,76.5116,70.0058,19.6878,51.2933,0.4319,6.8303,197.247,9.60799,2.49852,3.84548,0.959,0.258028,0.0670991,0.19092904776334763,0.232889,1.16789,0.295894,0.739944,0.447403,,3.36033,3.67968,3.83759,114.41999816894531,,,,,,,916.6,4.954594594594595,885,4.783783783783784,4.88,4.41,4.1,3.85,3.63,3.42,3.21,2.98,2.69,4.26,4.06,3.92,3.81,3.7,3.6,3.5,3.38,3.22,"Sonny Gray","12768",543243
"Cole Ragans","KCR",11.9636,9.613,17.8257,3.50597,30.78,30.78,0,0,,182.633,763.514,156.171,77.2286,71.1449,19.3591,68.8858,0.5505,6.4845,207.066,10.2041,3.39464,3.00593,0.954,0.271201,0.0902221,0.18097898364067078,0.226945,1.23229,0.29631,0.74678,0.407633,,3.51498,3.64215,4.09902,47.84000015258789,,,,,,,903.9,4.939344262295082,857,4.683060109289618,4.99,4.51,4.18,3.93,3.7,3.49,3.28,3.04,2.75,4.37,4.16,4.01,3.89,3.78,3.67,3.56,3.44,3.27,"Cole Ragans","21846",666142
"Dylan Cease","SDP",12.4807,9.8963,18.4652,3.48454,32,32,0,0,,188.994,786.818,154.648,79.1134,73.1729,22.3852,70.5563,1.0111,6.4338,224.249,10.6789,3.35994,3.1783,1.066,0.285008,0.089673,0.1953350231051445,0.217866,1.1916,0.285545,0.75357,0.379245,,3.55527,3.63255,3.81944,45.959999084472656,,,,,,,942,4.984126984126984,876,4.634920634920635,4.91,4.44,4.13,3.88,3.67,3.46,3.26,3.03,2.74,4.28,4.09,3.95,3.84,3.74,3.64,3.54,3.43,3.27,"Dylan Cease","18525",656302
"Corbin Burnes","ARI",12.2071,9.788,18.3805,3.68866,30.78,30.78,0,0,,189.849,793.019,178.298,84.7333,77.8097,20.0607,53.528,0.2498,7.153,192.503,9.12583,2.53756,3.5963,0.951,0.242747,0.067499,0.1752478927373886,0.243463,1.22111,0.304434,0.721958,0.457641,,3.47107,3.62354,3.58017,36.22999954223633,,,,,,,900.2,4.737894736842105,893,4.7,5.19,4.71,4.4,4.14,3.92,3.71,3.49,3.26,2.96,4.54,4.35,4.21,4.1,3.99,3.89,3.79,3.67,3.51,"Corbin Burnes","19361",669203
"Pablo López","MIN",12.0931,10.5508,18.6236,3.62951,32,32,0,0,,193.107,798.291,177.198,84.4204,77.8758,23.7521,48.1593,0.8645,8.6144,202.325,9.42965,2.24453,4.20117,1.107,0.253448,0.060328,0.19312003627419472,0.238967,1.16701,0.297699,0.733648,0.431337,,3.55201,3.56448,3.48354,69.7699966430664,,,,,,,905.8,4.693264248704663,886,4.590673575129534,5.09,4.62,4.31,4.06,3.84,3.63,3.42,3.19,2.89,4.47,4.27,4.13,4.02,3.91,3.81,3.71,3.59,3.43,"Pablo Lopez","17085",641154
"Logan Webb","SFG",12.3474,10.7615,20.6341,3.428,32,32,0,0,,201.109,839.004,200.475,85.1825,76.6003,16.8261,45.3197,0.8449,6.4318,174.489,7.80868,2.02814,3.85017,0.753,0.207971,0.0540161,0.15395504236221313,0.254651,1.22219,0.308168,0.722703,0.558,,3.29088,3.55632,3.64722,100.31999969482422,,,,,,,953.3000000000002,4.742786069651742,979,4.870646766169155,4.93,4.47,4.17,3.93,3.72,3.52,3.32,3.09,2.81,4.32,4.13,4,3.89,3.79,3.69,3.59,3.48,3.32,"Logan Webb","17995",657277
"Logan Gilbert","SEA",12.1664,10.8107,20.2277,3.43405,32,32,0,0,,198.742,807.893,176.306,82.1956,75.8321,25.174,43.1601,1.1157,6.1044,207.818,9.41104,1.9545,4.81506,1.14,0.257235,0.053423,0.2038121297955513,0.232401,1.10428,0.287523,0.745134,0.406066,,3.46545,3.49934,3.49832,26.1200008392334,,,,,,,976.5000000000001,4.907035175879398,939,4.71859296482412,4.84,4.38,4.08,3.84,3.63,3.43,3.23,3,2.72,4.24,4.04,3.91,3.8,3.7,3.6,3.5,3.38,3.23,"Logan Gilbert","22250",669302
"Framber Valdez","HOU",12.0202,9.076,19.0258,3.42603,29.16,29.16,0,0,,184.592,766.58,172.913,77.8763,70.2688,15.6083,58.9162,0.3519,8.5964,177.01,8.63032,2.87252,3.00444,0.761,0.230909,0.0768559,0.15405293554067612,0.247349,1.2559,0.310604,0.733188,0.568853,,3.44507,3.49734,3.58694,62.68000030517578,,,,,,,872.4000000000001,4.715675675675676,867,4.686486486486486,4.95,4.48,4.17,3.92,3.7,3.49,3.28,3.05,2.76,4.31,4.12,3.99,3.88,3.78,3.68,3.58,3.46,3.31,"Framber Valdez","17295",664285
"Blake Snell","LAD",12.0538,8.1666,16.4073,3.50166,29.16,29.16,0,0,,169.982,711.818,134.156,71.5903,66.1355,20.6623,73.0923,0.4121,5.0596,220.632,11.6817,3.87,3.01853,1.094,0.309955,0.102684,0.20727111399173737,0.211713,1.21923,0.289249,0.760751,0.397857,,3.53006,3.41254,3.40807,43.33000183105469,,,,,,,859.3000000000001,5.054705882352941,785,4.617647058823529,5.01,4.51,4.18,3.92,3.69,3.47,3.25,3.02,2.71,4.36,4.15,4,3.88,3.77,3.67,3.55,3.43,3.26,"Blake Snell","13543",605483
"Roki Sasaki","LAD",10.2165,6.4366,13.7059,3.29821,24.3,24.3,0,0,,138.51,566.503,110.309,54.8703,50.7594,16.4673,43.4446,0.3835,6.5323,178.857,11.6217,2.82291,4.11691,1.07,0.315722,0.0766891,0.23903299123048782,0.213559,1.11005,0.292158,0.75657,0.395873,,3.2119,3.37226,3.22157,98.06999969482422,,,,,,,753.8000000000002,5.423021582733814,695,5,4.89,4.33,3.97,3.69,3.44,3.21,2.98,2.73,2.42,4.2,3.96,3.79,3.66,3.54,3.42,3.3,3.17,2.99,"Roki Sasaki","sa3025686",808963
"Max Fried","NYY",11.8005,8.784,17.6245,3.41923,29.16,29.16,0,0,,175.84,734.811,167.267,73.7627,66.8043,17.9162,49.0964,0.5291,6.5824,166.828,8.53872,2.51289,3.39797,0.917,0.227035,0.066815,0.16022010892629623,0.246295,1.23045,0.302092,0.745504,0.509048,,3.54348,3.28841,3.40882,96.38999938964844,,,,,,,812.8,4.618181818181818,812,4.613636363636363,4.97,4.48,4.15,3.9,3.67,3.46,3.24,3.01,2.71,4.32,4.12,3.98,3.86,3.75,3.65,3.54,3.42,3.26,"Max Fried","13743",608331
"Sandy Alcantara","MIA",10.2076,11.2398,18.4828,3.81007,29.16,29.16,0,0,,188.83,790.414,186.652,87.1917,79.9394,21.0231,47.5837,0.7825,7.584,170.055,8.10516,2.26793,3.57381,1.002,0.215147,0.060201,0.15494588762521744,0.253863,1.24046,0.30437,0.717976,0.480345,,3.68913,3.28098,3.3578,154.25,,,,,,,826.1000000000001,4.370899470899472,844,4.465608465608466,5.39,4.89,4.56,4.29,4.06,3.83,3.61,3.36,3.05,4.78,4.55,4.39,4.25,4.13,4.01,3.89,3.75,3.57,"Sandy Alcantara","18684",645261
"Aaron Nola","PHI",11.6921,10.2003,17.497,3.84491,30.78,30.78,0,0,,187.668,780.972,178.482,86.7308,80.1739,26.482,44.8059,0.7771,5.9401,185.197,8.88153,2.14876,4.13332,1.27,0.237137,0.057372,0.17976495996117592,0.244421,1.18981,0.293128,0.733338,0.427599,,3.83846,3.19142,3.23904,88.68000030517578,,,,,,,825.6000000000001,4.391489361702129,819,4.3563829787234045,5.35,4.87,4.55,4.29,4.07,3.85,3.63,3.4,3.09,4.69,4.49,4.36,4.24,4.14,4.04,3.94,3.82,3.66,"Aaron Nola","16149",605400
"Cristopher Sánchez","PHI",11.3237,8.9239,16.4373,3.48199,29.16,29.16,0,0,,169.778,706.819,163.855,72.6917,65.685,16.5816,47.6134,0.3951,5.7853,148.813,7.88864,2.52401,3.12544,0.879,0.210539,0.0673629,0.14317597448825836,0.250766,1.24556,0.301775,0.737178,0.53729,,3.62668,3.1763,3.53287,164.72000122070312,,,,,,,758.5000000000001,4.461764705882354,765,4.5,5.08,4.58,4.25,3.98,3.75,3.53,3.31,3.07,2.76,4.42,4.21,4.06,3.94,3.83,3.72,3.61,3.49,3.32,"Cristopher Sanchez","20778",650911
"Spencer Strider","ATL",9.573,5.9263,12.9235,3.20016,22.68,22.68,0,0,,128.581,522.472,99.4948,49.3629,45.7198,14.2296,41.8615,0.5,5.1208,170.106,11.9066,2.9301,4.06355,0.996,0.325579,0.080122,0.24545734375715256,0.209247,1.09936,0.292853,0.757553,0.377358,,3.05541,3.14917,3.32969,110.69999694824219,,,,,,,723.9999999999999,5.612403100775193,662,5.131782945736434,4.79,4.22,3.85,3.56,3.31,3.08,2.85,2.6,2.29,4.07,3.83,3.67,3.54,3.42,3.31,3.19,3.05,2.88,"Spencer Strider","27498",675911
"Joe Ryan","MIN",10.0349,9.0853,14.5535,3.76819,27.54,27.54,0,0,,159.709,655.619,140.966,71.294,66.8681,23.8321,37.1008,0.2668,6.6998,177.115,9.98087,2.09073,4.77388,1.343,0.270149,0.056589,0.21356000006198883,0.230405,1.11495,0.285086,0.737881,0.328033,,3.71116,3.10562,2.73775,92.69999694824219,,,,,,,744.1999999999999,4.651249999999999,710,4.4375,5.3,4.77,4.42,4.15,3.9,3.67,3.44,3.19,2.87,4.61,4.39,4.23,4.11,3.99,3.88,3.76,3.63,3.46,"Joe Ryan","21390",657746
"Yoshinobu Yamamoto","LAD",11.1355,7.8585,14.9727,3.56994,27.54,27.54,0,0,,158.592,654.529,144.117,68.4857,62.9073,19.0135,43.2657,0.3842,5.2781,166.701,9.46014,2.4553,3.85295,1.079,0.254688,0.066102,0.18858598172664642,0.237823,1.18154,0.297674,0.739576,0.456308,,3.54106,3.0933,3.11192,59.529998779296875,,,,,,,758.5000000000001,4.770440251572328,738,4.6415094339622645,5.16,4.64,4.29,4.02,3.78,3.55,3.32,3.08,2.76,4.48,4.26,4.11,3.98,3.87,3.76,3.64,3.51,3.34,"Yoshinobu Yamamoto","33825",808967
"Michael King","SDP",11.5476,9.8652,16.8262,3.65169,30.78,30.78,0,0,,179.519,753.333,156.988,79.0649,72.8388,21.7817,64.2488,0.849,7.5469,191.246,9.58792,3.22104,2.97665,1.092,0.253867,0.0852861,0.16858094185590744,0.230343,1.23238,0.288588,0.74536,0.420677,,3.81296,3.07586,3.22794,63.38999938964844,,,,,,,819.2,4.551111111111111,780,4.333333333333333,5.18,4.68,4.35,4.09,3.86,3.64,3.42,3.17,2.87,4.55,4.33,4.18,4.05,3.93,3.82,3.71,3.57,3.4,"Michael King","19853",650633
"Freddy Peralta","MIL",11.1283,10.2137,16.2019,3.76108,30.78,30.78,0,0,,177.958,743.97,150.478,79.8825,74.3681,24.0441,63.0679,0.4404,8.273,205.348,10.3853,3.18958,3.25599,1.216,0.276017,0.0847721,0.19124507904052734,0.223716,1.19998,0.285252,0.743052,0.370334,,3.81775,3.07063,3.14651,99.12000274658203,,,,,,,829,4.657303370786517,775,4.353932584269663,5.27,4.77,4.44,4.17,3.94,3.72,3.5,3.26,2.95,4.61,4.4,4.25,4.13,4.02,3.91,3.8,3.68,3.51,"Freddy Peralta","18679",642547
"Shota Imanaga","CHC",11.3183,9.5261,17.515,3.65154,29.16,29.16,0,0,,179.749,740.319,166.809,78.4976,72.9291,25.9039,38.0887,0.4042,5.8174,182.246,9.12499,1.90709,4.78477,1.297,0.246172,0.051449,0.1947229579091072,0.239527,1.13991,0.288585,0.749561,0.368289,,3.74494,3.00714,3.29587,76.55999755859375,,,,,,,810,4.5,794,4.411111111111111,5.14,4.64,4.32,4.06,3.83,3.61,3.39,3.15,2.85,4.5,4.29,4.14,4.02,3.9,3.79,3.68,3.55,3.38,"Shota Imanaga","33829",684007
"Hunter Brown","HOU",10.88,9.2573,15.3714,3.70048,29.16,29.16,0,0,,167.533,703.033,152.653,75.2801,68.8835,18.3541,57.6192,0.3121,6.4911,174.867,9.39399,3.09535,3.03487,0.986,0.248732,0.081958,0.1667739674448967,0.238923,1.25511,0.301321,0.731362,0.489714,,3.65117,3.00689,2.79488,95.7699966430664,,,,,,,782,4.654761904761905,764,4.5476190476190474,5.3,4.79,4.45,4.18,3.94,3.71,3.49,3.24,2.92,4.62,4.41,4.26,4.13,4.02,3.91,3.8,3.67,3.5,"Hunter Brown","25880",686613
"Yusei Kikuchi","LAA",11.0483,10.1875,15.8841,3.76622,30.78,30.78,0,0,,176.11,728.328,156.677,79.4859,73.6964,24.9097,54.6552,0.2527,6.0255,195.788,10.0056,2.79313,3.58223,1.273,0.268818,0.075042,0.1937757357954979,0.23467,1.2,0.294814,0.74718,0.420896,,3.81547,2.99185,3.15445,165.50999450683594,,,,,,,795.7,4.521022727272728,764,4.340909090909091,5.29,4.79,4.46,4.19,3.96,3.74,3.52,3.28,2.97,4.62,4.41,4.27,4.15,4.04,3.94,3.83,3.7,3.53,"Yusei Kikuchi","20633",579328
"Shane McClanahan","TBR",10.3651,8.4328,14.6751,3.43561,33.92,25.92,0,0.6849,,159.051,653.543,140.324,66.1791,60.715,18.6973,46.3193,0.575,4.6036,174.714,9.88634,2.62101,3.77195,1.058,0.267334,0.0708741,0.19645975530147552,0.232856,1.17348,0.297224,0.75071,0.451729,,3.45824,2.93379,2.91376,120.75,,,,,,,779.9000000000001,4.905031446540881,749,4.710691823899371,5.16394,4.54396,4.14725,3.83562,3.58103,3.34147,3.09544,2.84192,2.53141,4.39328,4.14429,3.97529,3.8358,3.7163,3.5968,3.46781,3.32831,3.14932,"Shane McClanahan","21483",663556
"George Kirby","SEA",9.8812,9.2011,15.1815,3.51937,27.54,27.54,0,0,,158.935,648.451,149.092,67.4635,62.1503,20.5203,24.2378,0.3839,6.323,150.614,8.52881,1.37251,6.21403,1.162,0.232268,0.037378,0.19488997757434845,0.241292,1.09057,0.287789,0.732125,0.412638,,3.52649,2.86573,2.62055,57.560001373291016,,,,,,,742.9000000000002,4.672327044025159,734,4.616352201257862,5.06,4.55,4.21,3.94,3.71,3.49,3.26,3.02,2.72,4.36,4.16,4.02,3.9,3.8,3.69,3.59,3.47,3.3,"George Kirby","25436",669923
"Nathan Eovaldi","TEX",10.9446,9.6935,16.4376,3.79547,29.16,29.16,0,0,,175.964,735.329,168.277,80.6385,74.2075,21.8391,46.9331,0.5199,6.8172,170.833,8.73756,2.40048,3.63993,1.117,0.232322,0.063826,0.1684960126876831,0.246893,1.22303,0.299521,0.72885,0.455994,,3.75463,2.8638,2.70647,200.67999267578125,,,,,,,775.0000000000002,4.403409090909093,774,4.3977272727272725,5.36,4.86,4.52,4.26,4.02,3.8,3.58,3.33,3.02,4.69,4.48,4.33,4.21,4.1,4,3.89,3.76,3.59,"Nathan Eovaldi","9132",543135
"Kevin Gausman","TOR",11.7355,10.9356,17.6245,3.91941,32,32,0,0,,193.238,812.948,182.869,90.7099,84.1531,25.5288,54.6415,0.4252,4.9769,192.349,8.95862,2.54491,3.5202,1.189,0.236607,0.067214,0.16939300298690796,0.242747,1.22911,0.293845,0.727563,0.392904,,3.81869,2.83582,2.56964,169.39999389648438,,,,,,,836.6000000000001,4.334715025906736,831,4.305699481865285,5.42,4.94,4.62,4.36,4.13,3.91,3.7,3.46,3.15,4.77,4.57,4.43,4.31,4.2,4.1,3.99,3.87,3.7,"Kevin Gausman","14107",592332
"Hunter Greene","CIN",10.2226,10.221,14.6007,4.17027,29.16,29.16,0,0,,172.061,730.308,149.256,84.8356,79.7265,27.2238,62.7115,0.3155,11.6791,204.864,10.7158,3.28026,3.26676,1.424,0.280517,0.0858699,0.1946469023823738,0.227553,1.23193,0.287927,0.731255,0.340265,,4.13912,2.83522,2.71571,94.9800033569336,,,,,,,738.2999999999998,4.292441860465115,694,4.034883720930233,5.74,5.21,4.86,4.58,4.33,4.09,3.85,3.59,3.26,5.06,4.83,4.67,4.53,4.41,4.29,4.16,4.02,3.84,"Hunter Greene","22182",668881
"Tanner Houck","BOS",11.0996,10.4842,15.0463,3.96638,41.16,29.16,0,0.6417,,183.684,782.402,185.333,88.4633,80.9513,18.3684,55.817,1.2003,11.1844,163.474,8.00978,2.73487,2.92876,0.9,0.208939,0.0713406,0.13759856671094894,0.259062,1.31285,0.312927,0.708739,0.519819,,3.78082,2.828,3.01892,222.02000427246094,,,,,,,788.2,4.283695652173913,815,4.429347826086956,5.78277,5.16065,4.76362,4.45422,4.19266,3.93763,3.69587,3.42673,3.0915,4.95774,4.72904,4.57035,4.441,4.32166,4.20231,4.08296,3.94427,3.76492,"Tanner Houck","19879",656557
"Ranger Suárez","PHI",10.9236,9.0824,14.1862,3.5939,39.54,27.54,0,0.5944,,167.063,702.152,159.076,73.3974,66.712,17.5231,52.9243,1.1095,5.5884,150.913,8.12998,2.85113,2.85149,0.944,0.21493,0.0753744,0.13955526053905487,0.247151,1.26899,0.29788,0.739342,0.5002,,3.7741,2.82272,3.19647,262.6300048828125,,,,,,,729.9999999999999,4.37125748502994,730,4.37125748502994,5.38266,4.75713,4.36044,4.06027,3.79088,3.54579,3.30502,3.04712,2.72352,4.51756,4.309,4.16044,4.04044,3.93116,3.82259,3.71331,3.59331,3.42475,"Ranger Suarez","17277",624133
"Justin Steele","CHC",11.0095,9.2592,16.1665,3.56995,29.16,29.16,0,0,,169.848,703.015,157.936,73.4789,67.3723,18.872,47.5463,0.5589,6.5929,165.604,8.77511,2.5194,3.48301,1,0.235563,0.067632,0.167930968105793,0.243399,1.2098,0.299448,0.737195,0.45614,,3.61715,2.80905,3.18673,118.0199966430664,,,,,,,780.5,4.591176470588235,770,4.529411764705882,5.13,4.62,4.28,4.02,3.78,3.56,3.34,3.1,2.79,4.47,4.25,4.1,3.98,3.87,3.76,3.64,3.52,3.35,"Justin Steele","17312",657006
"Luis Castillo","SEA",11.0262,10.7023,17.6536,3.63823,30.78,30.78,0,0,,184.327,767.07,166.052,80.8218,74.5137,23.7577,52.3472,1.11,6.8768,187.101,9.13547,2.55592,3.57424,1.16,0.243917,0.068243,0.1756739243865013,0.234588,1.18485,0.286314,0.743106,0.412052,,3.77583,2.79715,2.62831,98.95999908447266,,,,,,,831.8000000000001,4.520652173913044,805,4.375,5.13,4.64,4.33,4.07,3.85,3.63,3.42,3.18,2.89,4.48,4.28,4.14,4.03,3.92,3.82,3.72,3.6,3.44,"Luis Castillo","15689",622491
"Carlos Rodón","NYY",11.3142,10.0625,15.606,3.97287,30.78,30.78,0,0,,178.703,749.594,157.359,84.0481,78.885,27.421,55.1424,0.4273,7.8782,202.339,10.1904,2.77713,3.6694,1.381,0.269932,0.073563,0.19636909663677216,0.229194,1.18913,0.284444,0.737762,0.326173,,3.95469,2.74102,2.52886,134.27999877929688,,,,,,,799.3,4.46536312849162,759,4.240223463687151,5.48,4.97,4.64,4.37,4.13,3.91,3.68,3.43,3.11,4.81,4.6,4.45,4.32,4.21,4.1,3.98,3.85,3.68,"Carlos Rodon","16137",607074
"Spencer Schwellenbach","ATL",11.4658,8.903,15.7835,3.7951,29.16,29.16,0,0,,171.934,716.39,164.712,78.6176,72.5006,21.2051,42.7771,0.6483,7.5952,165.998,8.68931,2.2392,3.88054,1.11,0.231715,0.059712,0.17200296744704247,0.247308,1.20679,0.299712,0.724803,0.44081,,3.71778,2.7278,2.94556,82.83999633789062,,,,,,,764.5,4.444767441860465,766,4.453488372093023,5.42,4.88,4.53,4.25,4,3.77,3.53,3.28,2.95,4.8,4.54,4.36,4.21,4.08,3.95,3.82,3.67,3.47,"Spencer Schwellenbach","31846",680885
"Reynaldo López","ATL",11.8172,9.5417,15.8499,3.90838,30.78,30.78,0,0,,178.861,753.097,163.657,83.6858,77.6727,22.1588,60.9775,0.4074,5.7883,189.278,9.52419,3.0683,3.10406,1.115,0.251333,0.080969,0.17036385834217072,0.238451,1.25592,0.297956,0.727995,0.39992,,3.7804,2.69658,2.87426,165.6300048828125,,,,,,,804.6,4.4949720670391065,786,4.391061452513966,5.49,4.97,4.62,4.35,4.1,3.87,3.64,3.39,3.06,4.87,4.62,4.45,4.31,4.18,4.06,3.93,3.78,3.59,"Reynaldo Lopez","16400",625643
"MacKenzie Gore","WSN",10.6579,10.4958,15.6787,3.7441,30.78,30.78,0,0,,174.386,733.022,151.68,78.4605,72.5465,21.5851,65.1474,0.3181,7.493,187.716,9.68796,3.36223,2.88141,1.114,0.256085,0.0888751,0.16721011698246002,0.229685,1.24338,0.288407,0.741483,0.406919,,3.87236,2.68462,3.1916,204.9499969482422,,,,,,,781.8,4.493103448275861,744,4.275862068965517,5.29,4.78,4.45,4.18,3.94,3.72,3.49,3.25,2.94,4.64,4.42,4.26,4.14,4.02,3.91,3.79,3.66,3.49,"MacKenzie Gore","22201",669022
"Seth Lugo","KCR",10.8946,11.2008,16.9018,4.14907,30.78,30.78,0,0,,190.341,810.999,194.152,94.8477,87.7488,23.412,53.6054,0.6699,7.7588,165.631,7.83161,2.53465,3.08982,1.107,0.204231,0.066098,0.1381329670548439,0.258996,1.30165,0.304572,0.711273,0.434609,,3.99229,2.66814,2.68535,185.5800018310547,,,,,,,764.6999999999999,4.024736842105263,797,4.1947368421052635,5.73,5.23,4.89,4.63,4.39,4.16,3.93,3.68,3.36,5.08,4.86,4.71,4.58,4.46,4.35,4.23,4.1,3.92,"Seth Lugo","12447",607625
"Zach Eflin","BAL",10.8928,9.7413,16.0388,3.91412,29.16,29.16,0,0,,175.851,730.884,179.832,82.8869,76.4779,24.7168,30.6759,0.8858,5.9516,148.181,7.58386,1.56998,4.83053,1.265,0.202742,0.041971,0.16077106818556786,0.259028,1.19708,0.297521,0.725513,0.43879,,3.93326,2.618,2.30775,193.22999572753906,,,,,,,711.9000000000001,4.044886363636365,740,4.204545454545454,5.5,4.99,4.65,4.38,4.14,3.91,3.68,3.43,3.11,4.83,4.61,4.46,4.33,4.22,4.11,3.99,3.86,3.69,"Zach Eflin","13774",621107
"Brandon Woodruff","MIL",9.5884,8.78,14.7316,3.76838,25.92,25.92,0,0,,156.678,648.233,141.084,70.5183,65.6024,21.7956,41.7754,0.2638,6.389,166.826,9.58293,2.39969,3.9934,1.252,0.257355,0.064445,0.1929098144173622,0.235113,1.1671,0.289924,0.73741,0.384615,,3.76761,2.61671,2.72959,248.08999633789062,,,,,,,714.5999999999998,4.551592356687896,689,4.388535031847134,5.39,4.84,4.47,4.18,3.93,3.69,3.46,3.2,2.87,4.72,4.47,4.29,4.15,4.02,3.9,3.77,3.62,3.43,"Brandon Woodruff","16162",605540
"Kodai Senga","NYM",10.34,8.7124,14.3544,3.7864,33.92,25.92,0,0.6629,,163.289,692.603,142.364,74.4776,68.6973,19.5947,66.354,0.507,6.2708,176.319,9.71819,3.65724,2.65725,1.08,0.254575,0.0958038,0.15877077728509903,0.229627,1.27821,0.289506,0.740492,0.421483,,3.90117,2.60021,2.34609,156.80999755859375,,,,,,,731,4.484662576687117,695,4.263803680981595,5.56741,4.93461,4.52591,4.21239,3.9372,3.68642,3.43907,3.17418,2.8432,4.77032,4.52081,4.35179,4.20277,4.07326,3.95375,3.82424,3.67522,3.48619,"Kodai Senga","31838",673540
